äœë™ì˙,pH,"EC
(É S/cm)",êÖâ∑(Åé),"Na
(mg/L)","NH4
(mg/L)","K
(mg/L)","Mg
(mg/L)","Ca
(mg/L)","Cl
(mg/L)","NO3
(mg/L)","SO4
(mg/L)","HCO3
(mg/L)","É¬18Çn
(ÅÒ)","É¬Çc
(ÅÒ)",d-excess,ORP,êÖâ∑(Åé),É¬15N-NO3(ÅÒ),É¬18O-NO3(ÅÒ)
2024/3/5,8.55,120.6,8,7.87,0,1.09,2.23,11.94,4.18,1.3,14.22,43,-9999,-9999,-9999,-86.2,7.9,-9999,-9999
2024/4/8,7.11,53.6,13.1,2.65,0,0.87,0.8,5.46,0.97,0.42,6.67,17.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024/5/15,7.06,62.5,15.8,3.14,0,0.71,0.99,6.56,0.99,0.6,7.23,20.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024/6/14,6.6,69.2,19.9,3.38,0.1,0.79,1.37,7.6,1.2,0.6,8.03,22,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024/7/19,7.05,77.5,21.1,4.01,0,0.87,1.46,8.63,1.34,0.68,7.16,34,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024/8/9,7.07,90.6,24.6,4.58,0,1.01,1.64,10.22,1.61,0.7,8.42,33,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024/9/5,6.61,81.9,21.5,3.39,0,0.83,1.21,7.43,0.99,0.55,7.58,22.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024/10/24,7.09,95.5,18.3,5.09,0,0.99,1.82,10.5,2.4,1.13,10.55,30.5,-9999,-9999,-9999,-9999,-9999,13.4,0.11
2024/11/7,6.67,91.6,12.6,4.98,0,0.99,1.91,10.55,1.69,1.01,8.45,36,-10.18,-70.5,10.94,-9999,-9999,-9999,-9999
2024/12/16,7.49,105.5,6,6.04,0,1.01,1.98,11.32,2.44,1,10.85,33,-9999,-9999,-9999,-44.7,5.8,-9999,-9999
2025/1/9,7.36,103.3,4.1,5.19,0,1,2.06,11.14,2.06,0.92,9.1,32,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2025/2/21,7.73,130.9,7.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
